population,epsilon,beta0,zone,weight,distance,peak_infectious,peak_day,attack_rate,n_waves,mean_alert_level
5,0.8,0.024431437151145045,sparse_periphery,0.004186936106451734,0.7326407689602417,95.0,15.0,0.98,13.0,2.063013698630137
5,0.8,0.021622603107870883,sparse_periphery,0.0039896488503904145,0.6867297905381854,62.0,23.0,0.962,9.0,2.0712328767123287
5,0.8,0.021467859403129026,sparse_periphery,0.004002671364095357,0.642839274761576,43.0,160.0,0.884,8.0,1.9835616438356165
5,0.8,0.017012569262824517,sparse_periphery,0.00575054236199479,0.7573488258194505,48.0,9.0,0.894,10.0,1.9972602739726026
5,0.8,0.02156726207933538,sparse_periphery,0.0039940318695733685,0.7524185099415813,44.0,308.0,0.946,10.0,2.0164383561643837
5,0.8,0.0215926755628016,sparse_periphery,0.003991981240654621,0.6359134860319551,54.0,47.0,0.97,12.0,2.0465753424657533
5,0.8,0.018546069684158815,sparse_periphery,0.004761214224713571,0.7098387212336017,53.0,29.0,0.964,10.0,2.0356164383561643
5,0.8,0.01991730226385873,sparse_periphery,0.004270982077358865,0.6218861110793974,67.0,12.0,0.946,12.0,2.0164383561643837
5,0.8,0.024133198196487668,sparse_periphery,0.004123653632488519,0.6904492978583655,60.0,11.0,0.964,10.0,2.175342465753425
5,0.8,0.026040448849886138,sparse_periphery,0.004743104476539986,0.6766429408629704,58.0,227.0,0.972,13.0,2.1616438356164385
5,0.8,0.009679419706395558,dense_periphery,0.007432199414179623,0.7817803116922717,35.0,22.0,0.916,7.0,1.8767123287671232
5,0.8,0.02591582054796554,sparse_periphery,0.004685563961688523,0.7889176268607047,84.0,32.0,0.976,10.0,1.9698630136986301
5,0.8,0.02140930869916137,sparse_periphery,0.00400822223406522,0.6792175361571349,59.0,18.0,0.936,12.0,2.0931506849315067
5,0.8,0.027607395346427387,sparse_periphery,0.005733474383089213,0.7172918139322363,88.0,20.0,0.986,8.0,2.0082191780821916
